Navn;Stasjon;Tid(norsk normaltid);Høyeste vindkast (1 t);Lufttemperatur
Slettnes Fyr;SN96400;18.06.2024 06:00;9;7
Slettnes Fyr;SN96400;18.06.2024 07:00;9,8;7,1
Slettnes Fyr;SN96400;18.06.2024 08:00;9,4;7,5
Slettnes Fyr;SN96400;18.06.2024 09:00;9,9;7,6
Slettnes Fyr;SN96400;18.06.2024 10:00;9,5;7,8
Slettnes Fyr;SN96400;18.06.2024 11:00;9,6;7,8
Slettnes Fyr;SN96400;18.06.2024 12:00;9,5;7,7
Slettnes Fyr;SN96400;18.06.2024 13:00;9,1;8,3
Slettnes Fyr;SN96400;18.06.2024 14:00;9,6;8,5
Slettnes Fyr;SN96400;18.06.2024 15:00;10,5;8,4
Slettnes Fyr;SN96400;18.06.2024 16:00;12,3;8,2
Slettnes Fyr;SN96400;18.06.2024 17:00;11,5;8,3
Slettnes Fyr;SN96400;18.06.2024 18:00;11,8;8
Slettnes Fyr;SN96400;18.06.2024 19:00;10,5;7,5
Slettnes Fyr;SN96400;18.06.2024 20:00;9,9;7,5
Slettnes Fyr;SN96400;18.06.2024 21:00;12,9;7,4
Slettnes Fyr;SN96400;18.06.2024 22:00;12,8;7,1
Slettnes Fyr;SN96400;18.06.2024 23:00;12;6,8
Slettnes Fyr;SN96400;19.06.2024 00:00;11,6;6,7
Slettnes Fyr;SN96400;19.06.2024 01:00;12;6,7
Slettnes Fyr;SN96400;19.06.2024 02:00;11,3;6,8
Slettnes Fyr;SN96400;19.06.2024 03:00;11,9;6,8
Slettnes Fyr;SN96400;19.06.2024 04:00;11,8;7
Slettnes Fyr;SN96400;19.06.2024 05:00;9,6;7,2
Slettnes Fyr;SN96400;19.06.2024 06:00;8,1;7,1
Slettnes Fyr;SN96400;19.06.2024 07:00;8;7,6
Slettnes Fyr;SN96400;19.06.2024 08:00;8;7,8
Slettnes Fyr;SN96400;19.06.2024 09:00;9,8;7,7
Slettnes Fyr;SN96400;19.06.2024 10:00;10,5;7,6
Slettnes Fyr;SN96400;19.06.2024 11:00;9,4;7,9
Slettnes Fyr;SN96400;19.06.2024 12:00;9,6;7,9
Slettnes Fyr;SN96400;19.06.2024 13:00;12,5;8,2
Slettnes Fyr;SN96400;19.06.2024 14:00;11,5;7,8
Slettnes Fyr;SN96400;19.06.2024 15:00;13,5;7,3
Slettnes Fyr;SN96400;19.06.2024 16:00;12,6;7,1
Slettnes Fyr;SN96400;19.06.2024 17:00;11,2;6,8
Slettnes Fyr;SN96400;19.06.2024 18:00;11,8;6,7
Slettnes Fyr;SN96400;19.06.2024 19:00;11,5;6,4
Slettnes Fyr;SN96400;19.06.2024 20:00;12,8;6,2
Slettnes Fyr;SN96400;19.06.2024 21:00;13,8;6,2
Slettnes Fyr;SN96400;19.06.2024 22:00;13,1;6,2
Slettnes Fyr;SN96400;19.06.2024 23:00;15;6
Slettnes Fyr;SN96400;20.06.2024 00:00;16,1;5,9
Slettnes Fyr;SN96400;20.06.2024 01:00;18,2;5,7
Slettnes Fyr;SN96400;20.06.2024 02:00;16,7;5,7
Slettnes Fyr;SN96400;20.06.2024 03:00;17,9;5,9
Slettnes Fyr;SN96400;20.06.2024 04:00;18,3;5,9
Slettnes Fyr;SN96400;20.06.2024 05:00;16,7;5,8
Slettnes Fyr;SN96400;20.06.2024 06:00;15,6;5,6
Slettnes Fyr;SN96400;20.06.2024 07:00;16,2;5,5
Slettnes Fyr;SN96400;20.06.2024 08:00;15,7;5,7
Slettnes Fyr;SN96400;20.06.2024 09:00;15,6;5,8
Slettnes Fyr;SN96400;20.06.2024 10:00;14,2;5,9
Slettnes Fyr;SN96400;20.06.2024 11:00;13,7;6
Slettnes Fyr;SN96400;20.06.2024 12:00;11,9;6,3
Slettnes Fyr;SN96400;20.06.2024 13:00;11,5;6,5
Slettnes Fyr;SN96400;20.06.2024 14:00;11;6,3
Slettnes Fyr;SN96400;20.06.2024 15:00;11,6;6,3
Slettnes Fyr;SN96400;20.06.2024 16:00;11;6,3
Slettnes Fyr;SN96400;20.06.2024 17:00;9,6;6,3
Slettnes Fyr;SN96400;20.06.2024 18:00;9,2;6,2
Slettnes Fyr;SN96400;20.06.2024 19:00;8,7;6,2
Slettnes Fyr;SN96400;20.06.2024 20:00;8,6;6,2
Slettnes Fyr;SN96400;20.06.2024 21:00;5,1;6,3
Slettnes Fyr;SN96400;20.06.2024 22:00;2,6;7
Slettnes Fyr;SN96400;20.06.2024 23:00;1,7;6,7
Slettnes Fyr;SN96400;21.06.2024 00:00;2,6;6,5
Slettnes Fyr;SN96400;21.06.2024 01:00;2,4;6,4
Slettnes Fyr;SN96400;21.06.2024 02:00;2,4;6,3
Slettnes Fyr;SN96400;21.06.2024 03:00;4,4;6,7
Slettnes Fyr;SN96400;21.06.2024 04:00;4,8;6,5
Slettnes Fyr;SN96400;21.06.2024 05:00;6,8;6,2
Slettnes Fyr;SN96400;21.06.2024 06:00;8,5;5,8
Slettnes Fyr;SN96400;21.06.2024 07:00;9,1;5,6
Slettnes Fyr;SN96400;21.06.2024 08:00;9,4;5,6
Slettnes Fyr;SN96400;21.06.2024 09:00;9,8;5,9
Slettnes Fyr;SN96400;21.06.2024 10:00;9,7;6,2
Slettnes Fyr;SN96400;21.06.2024 11:00;9,5;6,3
Slettnes Fyr;SN96400;21.06.2024 12:00;9,1;5,9
Slettnes Fyr;SN96400;21.06.2024 13:00;8,7;5,9
Slettnes Fyr;SN96400;21.06.2024 14:00;8,1;6
Slettnes Fyr;SN96400;21.06.2024 15:00;6,5;5,7
Slettnes Fyr;SN96400;21.06.2024 16:00;6,4;6,4
Slettnes Fyr;SN96400;21.06.2024 17:00;4,9;5,9
Slettnes Fyr;SN96400;21.06.2024 18:00;4,6;5,7
Slettnes Fyr;SN96400;21.06.2024 19:00;4,2;5,5
Slettnes Fyr;SN96400;21.06.2024 20:00;4,3;5,3
Slettnes Fyr;SN96400;21.06.2024 21:00;5,3;5,1
Slettnes Fyr;SN96400;21.06.2024 22:00;6,5;5,2
Slettnes Fyr;SN96400;21.06.2024 23:00;7,2;5,1
Slettnes Fyr;SN96400;22.06.2024 00:00;7,9;5,1
Slettnes Fyr;SN96400;22.06.2024 01:00;9,8;5,2
Slettnes Fyr;SN96400;22.06.2024 02:00;10,4;5,3
Slettnes Fyr;SN96400;22.06.2024 03:00;10,8;5,4
Slettnes Fyr;SN96400;22.06.2024 04:00;10,9;5,4
Slettnes Fyr;SN96400;22.06.2024 05:00;11,1;5,6
Slettnes Fyr;SN96400;22.06.2024 06:00;9,9;5,8
Slettnes Fyr;SN96400;22.06.2024 07:00;9,4;5,7
Slettnes Fyr;SN96400;22.06.2024 08:00;9,4;6
Slettnes Fyr;SN96400;22.06.2024 09:00;10;6,2
Slettnes Fyr;SN96400;22.06.2024 10:00;10,2;6,4
Slettnes Fyr;SN96400;22.06.2024 11:00;10,5;6,5
Slettnes Fyr;SN96400;22.06.2024 12:00;10,9;6,6
Slettnes Fyr;SN96400;22.06.2024 13:00;11,6;7,1
Slettnes Fyr;SN96400;22.06.2024 14:00;10,9;6,9
Slettnes Fyr;SN96400;22.06.2024 15:00;11,9;7,2
Slettnes Fyr;SN96400;22.06.2024 16:00;11;6,9
Slettnes Fyr;SN96400;22.06.2024 17:00;9,9;6,9
Slettnes Fyr;SN96400;22.06.2024 18:00;8,4;6,8
Slettnes Fyr;SN96400;22.06.2024 19:00;7,9;6,7
Slettnes Fyr;SN96400;22.06.2024 20:00;6,6;7
Slettnes Fyr;SN96400;22.06.2024 21:00;7,6;7
Slettnes Fyr;SN96400;22.06.2024 22:00;7,7;6,7
Slettnes Fyr;SN96400;22.06.2024 23:00;7,2;6,4
Slettnes Fyr;SN96400;23.06.2024 00:00;5,1;6,2
Slettnes Fyr;SN96400;23.06.2024 01:00;4,5;6,4
Slettnes Fyr;SN96400;23.06.2024 02:00;5,2;6,5
Slettnes Fyr;SN96400;23.06.2024 03:00;5,8;6,3
Slettnes Fyr;SN96400;23.06.2024 04:00;4,4;6,3
Slettnes Fyr;SN96400;23.06.2024 05:00;4,3;6,3
Slettnes Fyr;SN96400;23.06.2024 06:00;3,4;6,4
Slettnes Fyr;SN96400;23.06.2024 07:00;2,3;6,5
Slettnes Fyr;SN96400;23.06.2024 08:00;2,7;6,6
Slettnes Fyr;SN96400;23.06.2024 09:00;4,1;6,5
Slettnes Fyr;SN96400;23.06.2024 10:00;5,7;7,5
Slettnes Fyr;SN96400;23.06.2024 11:00;6,4;7,4
Slettnes Fyr;SN96400;23.06.2024 12:00;8;7,4
Slettnes Fyr;SN96400;23.06.2024 13:00;9,4;6,8
Slettnes Fyr;SN96400;23.06.2024 14:00;10,2;6,6
Slettnes Fyr;SN96400;23.06.2024 15:00;11,5;6,4
Slettnes Fyr;SN96400;23.06.2024 16:00;11,9;6,1
Slettnes Fyr;SN96400;23.06.2024 17:00;11,1;5,8
Slettnes Fyr;SN96400;23.06.2024 18:00;11,5;6,1
Slettnes Fyr;SN96400;23.06.2024 19:00;11;6,2
Slettnes Fyr;SN96400;23.06.2024 20:00;9,7;7,3
Slettnes Fyr;SN96400;23.06.2024 21:00;8,7;7,6
Slettnes Fyr;SN96400;23.06.2024 22:00;8,5;8,7
Slettnes Fyr;SN96400;23.06.2024 23:00;7,4;14,2
Slettnes Fyr;SN96400;24.06.2024 00:00;7,9;14,3
Slettnes Fyr;SN96400;24.06.2024 01:00;7,7;13,9
Slettnes Fyr;SN96400;24.06.2024 02:00;7;14,1
Slettnes Fyr;SN96400;24.06.2024 03:00;7,4;14
Slettnes Fyr;SN96400;24.06.2024 04:00;7,7;16,9
Slettnes Fyr;SN96400;24.06.2024 05:00;6,9;17,2
Slettnes Fyr;SN96400;24.06.2024 06:00;10,6;12,5
Slettnes Fyr;SN96400;24.06.2024 07:00;9,2;10,4
Slettnes Fyr;SN96400;24.06.2024 08:00;8,4;11,5
Slettnes Fyr;SN96400;24.06.2024 09:00;10,9;10,9
Slettnes Fyr;SN96400;24.06.2024 10:00;10,8;10,5
Slettnes Fyr;SN96400;24.06.2024 11:00;8,9;11,7
Slettnes Fyr;SN96400;24.06.2024 12:00;9,2;11,1
Slettnes Fyr;SN96400;24.06.2024 13:00;8,8;10,7
Slettnes Fyr;SN96400;24.06.2024 14:00;8,6;10,6
Slettnes Fyr;SN96400;24.06.2024 15:00;6,9;10,6
Slettnes Fyr;SN96400;24.06.2024 16:00;8,2;10,1
Slettnes Fyr;SN96400;24.06.2024 17:00;8,8;9,9
Slettnes Fyr;SN96400;24.06.2024 18:00;9,2;10
Slettnes Fyr;SN96400;24.06.2024 19:00;7,3;10,2
Slettnes Fyr;SN96400;24.06.2024 20:00;7,1;10,1
Slettnes Fyr;SN96400;24.06.2024 21:00;7,8;10
Slettnes Fyr;SN96400;24.06.2024 22:00;7,1;9,2
Slettnes Fyr;SN96400;24.06.2024 23:00;6,2;9,1
Slettnes Fyr;SN96400;25.06.2024 00:00;5,7;9,5
Slettnes Fyr;SN96400;25.06.2024 01:00;2,6;9,3
Slettnes Fyr;SN96400;25.06.2024 02:00;2,3;11,2
Slettnes Fyr;SN96400;25.06.2024 03:00;2,2;10,7
Slettnes Fyr;SN96400;25.06.2024 04:00;3,2;10,7
Slettnes Fyr;SN96400;25.06.2024 05:00;3,9;11,1
Slettnes Fyr;SN96400;25.06.2024 06:00;4,4;11,8
Slettnes Fyr;SN96400;25.06.2024 07:00;4,2;11,3
Slettnes Fyr;SN96400;25.06.2024 08:00;5,6;10,8
Slettnes Fyr;SN96400;25.06.2024 09:00;7,9;11,1
Slettnes Fyr;SN96400;25.06.2024 10:00;8;10,7
Slettnes Fyr;SN96400;25.06.2024 11:00;8,1;11,5
Slettnes Fyr;SN96400;25.06.2024 12:00;10;11,2
Slettnes Fyr;SN96400;25.06.2024 13:00;10,3;9,7
Slettnes Fyr;SN96400;25.06.2024 14:00;8,9;9,9
Slettnes Fyr;SN96400;25.06.2024 15:00;8,1;9,8
Slettnes Fyr;SN96400;25.06.2024 16:00;8,9;9,2
Slettnes Fyr;SN96400;25.06.2024 17:00;8,1;10,1
Slettnes Fyr;SN96400;25.06.2024 18:00;6,1;14,7
Slettnes Fyr;SN96400;25.06.2024 19:00;5,4;11,5
Slettnes Fyr;SN96400;25.06.2024 20:00;5;10,5
Slettnes Fyr;SN96400;25.06.2024 21:00;3,3;10
Slettnes Fyr;SN96400;25.06.2024 22:00;8,7;14,3
Slettnes Fyr;SN96400;25.06.2024 23:00;10,7;13,6
Slettnes Fyr;SN96400;26.06.2024 00:00;13,5;12,7
Slettnes Fyr;SN96400;26.06.2024 01:00;17,3;11,6
Slettnes Fyr;SN96400;26.06.2024 02:00;17,8;9,6
Slettnes Fyr;SN96400;26.06.2024 03:00;15;9,6
Slettnes Fyr;SN96400;26.06.2024 04:00;12,5;9,9
Slettnes Fyr;SN96400;26.06.2024 05:00;12,3;10,9
Slettnes Fyr;SN96400;26.06.2024 06:00;12,8;11
Slettnes Fyr;SN96400;26.06.2024 07:00;16;11
Slettnes Fyr;SN96400;26.06.2024 08:00;13,5;10,9
Slettnes Fyr;SN96400;26.06.2024 09:00;15,7;12,6
Slettnes Fyr;SN96400;26.06.2024 10:00;14,4;12,3
Slettnes Fyr;SN96400;26.06.2024 11:00;14;12,1
Slettnes Fyr;SN96400;26.06.2024 12:00;14,9;13,4
Slettnes Fyr;SN96400;26.06.2024 13:00;16,3;13
Slettnes Fyr;SN96400;26.06.2024 14:00;17,5;12,6
Slettnes Fyr;SN96400;26.06.2024 15:00;15,2;12,3
Slettnes Fyr;SN96400;26.06.2024 16:00;13,2;12,5
Slettnes Fyr;SN96400;26.06.2024 17:00;14,2;12,5
Slettnes Fyr;SN96400;26.06.2024 18:00;12;12,4
Slettnes Fyr;SN96400;26.06.2024 19:00;11,1;11,8
Slettnes Fyr;SN96400;26.06.2024 20:00;11,1;11,5
Slettnes Fyr;SN96400;26.06.2024 21:00;15,2;10,6
Slettnes Fyr;SN96400;26.06.2024 22:00;15,5;10,5
Slettnes Fyr;SN96400;26.06.2024 23:00;12,2;10,5
Slettnes Fyr;SN96400;27.06.2024 00:00;12,1;9,9
Slettnes Fyr;SN96400;27.06.2024 01:00;11;9,7
Slettnes Fyr;SN96400;27.06.2024 02:00;9,3;9,8
Slettnes Fyr;SN96400;27.06.2024 03:00;7,6;11,1
Slettnes Fyr;SN96400;27.06.2024 04:00;7,5;11
Slettnes Fyr;SN96400;27.06.2024 05:00;8,5;11,4
Slettnes Fyr;SN96400;27.06.2024 06:00;10,6;12,6
Slettnes Fyr;SN96400;27.06.2024 07:00;9,8;12,1
Slettnes Fyr;SN96400;27.06.2024 08:00;9,2;12
Slettnes Fyr;SN96400;27.06.2024 09:00;10,7;12,2
Slettnes Fyr;SN96400;27.06.2024 10:00;10,2;12,3
Slettnes Fyr;SN96400;27.06.2024 11:00;10,3;12
Slettnes Fyr;SN96400;27.06.2024 12:00;11;12,3
Slettnes Fyr;SN96400;27.06.2024 13:00;12,5;11
Slettnes Fyr;SN96400;27.06.2024 14:00;11;11,2
Slettnes Fyr;SN96400;27.06.2024 15:00;8,6;11,1
Slettnes Fyr;SN96400;27.06.2024 16:00;9,8;11,4
Slettnes Fyr;SN96400;27.06.2024 17:00;10;10,2
Slettnes Fyr;SN96400;27.06.2024 18:00;9,8;9,6
Slettnes Fyr;SN96400;27.06.2024 19:00;8,7;10,8
Slettnes Fyr;SN96400;27.06.2024 20:00;9,5;9,6
Slettnes Fyr;SN96400;27.06.2024 21:00;7,9;9,4
Slettnes Fyr;SN96400;27.06.2024 22:00;6,7;8,7
Slettnes Fyr;SN96400;27.06.2024 23:00;6,5;8,8
Slettnes Fyr;SN96400;28.06.2024 00:00;5,5;8,1
Slettnes Fyr;SN96400;28.06.2024 01:00;4,3;8,9
Slettnes Fyr;SN96400;28.06.2024 02:00;5,2;8,9
Slettnes Fyr;SN96400;28.06.2024 03:00;2,3;10,3
Slettnes Fyr;SN96400;28.06.2024 04:00;2,6;9,8
Slettnes Fyr;SN96400;28.06.2024 05:00;3,6;9,6
Slettnes Fyr;SN96400;28.06.2024 06:00;3,9;9,4
Slettnes Fyr;SN96400;28.06.2024 07:00;4,5;9,3
Slettnes Fyr;SN96400;28.06.2024 08:00;5;10
Slettnes Fyr;SN96400;28.06.2024 09:00;5,4;10,1
Slettnes Fyr;SN96400;28.06.2024 10:00;5,5;9,8
Slettnes Fyr;SN96400;28.06.2024 11:00;6,4;10,2
Slettnes Fyr;SN96400;28.06.2024 12:00;7,2;10
Slettnes Fyr;SN96400;28.06.2024 13:00;7,7;9,9
Slettnes Fyr;SN96400;28.06.2024 14:00;8;10,1
Slettnes Fyr;SN96400;28.06.2024 15:00;8,4;9,9
Slettnes Fyr;SN96400;28.06.2024 16:00;9,3;9,2
Slettnes Fyr;SN96400;28.06.2024 17:00;8,7;8,9
Slettnes Fyr;SN96400;28.06.2024 18:00;9,2;9,1
Slettnes Fyr;SN96400;28.06.2024 19:00;8,8;8,8
Slettnes Fyr;SN96400;28.06.2024 20:00;10;8,7
Slettnes Fyr;SN96400;28.06.2024 21:00;10,4;8,5
Slettnes Fyr;SN96400;28.06.2024 22:00;10,6;8,3
Slettnes Fyr;SN96400;28.06.2024 23:00;11,8;8
Slettnes Fyr;SN96400;29.06.2024 00:00;11,9;7,8
Slettnes Fyr;SN96400;29.06.2024 01:00;11,6;7,7
Slettnes Fyr;SN96400;29.06.2024 02:00;10,5;7,7
Slettnes Fyr;SN96400;29.06.2024 03:00;10,6;7,7
Slettnes Fyr;SN96400;29.06.2024 04:00;11,1;7,5
Slettnes Fyr;SN96400;29.06.2024 05:00;11,8;7,5
Slettnes Fyr;SN96400;29.06.2024 06:00;12;7,6
Slettnes Fyr;SN96400;29.06.2024 07:00;11,9;7,3
Slettnes Fyr;SN96400;29.06.2024 08:00;10,9;7,5
Slettnes Fyr;SN96400;29.06.2024 09:00;10,9;7,6
Slettnes Fyr;SN96400;29.06.2024 10:00;11,9;7,4
Slettnes Fyr;SN96400;29.06.2024 11:00;12,4;7,4
Slettnes Fyr;SN96400;29.06.2024 12:00;12,2;7,6
Slettnes Fyr;SN96400;29.06.2024 13:00;13,2;7,6
Slettnes Fyr;SN96400;29.06.2024 14:00;13,7;7,5
Slettnes Fyr;SN96400;29.06.2024 15:00;14,8;7,4
Slettnes Fyr;SN96400;29.06.2024 16:00;15,7;7,1
Slettnes Fyr;SN96400;29.06.2024 17:00;16,8;6,7
Slettnes Fyr;SN96400;29.06.2024 18:00;16,6;6,6
Slettnes Fyr;SN96400;29.06.2024 19:00;18,4;6,8
Slettnes Fyr;SN96400;29.06.2024 20:00;16,6;6,8
Slettnes Fyr;SN96400;29.06.2024 21:00;16,2;6,8
Slettnes Fyr;SN96400;29.06.2024 22:00;18;6,7
Slettnes Fyr;SN96400;29.06.2024 23:00;18,1;6,7
Slettnes Fyr;SN96400;30.06.2024 00:00;17,8;6,6
Slettnes Fyr;SN96400;30.06.2024 01:00;17,7;6,6
Slettnes Fyr;SN96400;30.06.2024 02:00;17,3;6,4
Slettnes Fyr;SN96400;30.06.2024 03:00;16,2;6,3
Slettnes Fyr;SN96400;30.06.2024 04:00;17,4;6,2
Slettnes Fyr;SN96400;30.06.2024 05:00;18;6,2
Slettnes Fyr;SN96400;30.06.2024 06:00;17,4;6,2
Slettnes Fyr;SN96400;30.06.2024 07:00;16,6;6,2
Slettnes Fyr;SN96400;30.06.2024 08:00;16,6;6,1
Slettnes Fyr;SN96400;30.06.2024 09:00;15,3;6,3
Slettnes Fyr;SN96400;30.06.2024 10:00;14;6,4
Slettnes Fyr;SN96400;30.06.2024 11:00;14,1;6,4
Slettnes Fyr;SN96400;30.06.2024 12:00;13,6;6,6
Slettnes Fyr;SN96400;30.06.2024 13:00;12,5;6,4
Slettnes Fyr;SN96400;30.06.2024 14:00;11,7;6,5
Slettnes Fyr;SN96400;30.06.2024 15:00;12,2;6,4
Slettnes Fyr;SN96400;30.06.2024 16:00;11,2;6,4
Slettnes Fyr;SN96400;30.06.2024 17:00;11,4;6,4
Slettnes Fyr;SN96400;30.06.2024 18:00;11,9;6,4
Slettnes Fyr;SN96400;30.06.2024 19:00;12,2;6,4
Slettnes Fyr;SN96400;30.06.2024 20:00;11,9;6,4
Slettnes Fyr;SN96400;30.06.2024 21:00;10,9;6,4
Slettnes Fyr;SN96400;30.06.2024 22:00;8,2;6,5
Slettnes Fyr;SN96400;30.06.2024 23:00;6,3;6,6
Slettnes Fyr;SN96400;01.07.2024 00:00;5,1;7
Slettnes Fyr;SN96400;01.07.2024 01:00;2,4;7,5
Slettnes Fyr;SN96400;01.07.2024 02:00;2,4;7,6
Slettnes Fyr;SN96400;01.07.2024 03:00;5,6;7,4
Slettnes Fyr;SN96400;01.07.2024 04:00;6,2;7,5
Slettnes Fyr;SN96400;01.07.2024 05:00;6,7;7,3
Slettnes Fyr;SN96400;01.07.2024 06:00;8;7,1
Slettnes Fyr;SN96400;01.07.2024 07:00;7,5;7,1
Slettnes Fyr;SN96400;01.07.2024 08:00;7;7,7
Slettnes Fyr;SN96400;01.07.2024 09:00;7,6;8,4
Slettnes Fyr;SN96400;01.07.2024 10:00;7,6;8,3
Slettnes Fyr;SN96400;01.07.2024 11:00;7,1;8,6
Slettnes Fyr;SN96400;01.07.2024 12:00;7,3;8,6
Slettnes Fyr;SN96400;01.07.2024 13:00;6,4;8,2
Slettnes Fyr;SN96400;01.07.2024 14:00;5,1;8,7
Slettnes Fyr;SN96400;01.07.2024 15:00;4,7;8,5
Slettnes Fyr;SN96400;01.07.2024 16:00;4,3;8,1
Slettnes Fyr;SN96400;01.07.2024 17:00;3,9;7,9
Slettnes Fyr;SN96400;01.07.2024 18:00;5,1;7,8
Slettnes Fyr;SN96400;01.07.2024 19:00;4,1;7,6
Slettnes Fyr;SN96400;01.07.2024 20:00;3,2;7,3
Slettnes Fyr;SN96400;01.07.2024 21:00;3,4;7,3
Slettnes Fyr;SN96400;01.07.2024 22:00;2,1;7,1
Slettnes Fyr;SN96400;01.07.2024 23:00;2,8;7
Slettnes Fyr;SN96400;02.07.2024 00:00;3,8;7
Slettnes Fyr;SN96400;02.07.2024 01:00;3,1;7,1
Slettnes Fyr;SN96400;02.07.2024 02:00;3,1;7,1
Slettnes Fyr;SN96400;02.07.2024 03:00;3,8;7,1
Slettnes Fyr;SN96400;02.07.2024 04:00;4,4;6,9
Slettnes Fyr;SN96400;02.07.2024 05:00;2,7;7
Slettnes Fyr;SN96400;02.07.2024 06:00;3,8;6,8
Slettnes Fyr;SN96400;02.07.2024 07:00;5,1;7
Slettnes Fyr;SN96400;02.07.2024 08:00;5;6,7
Slettnes Fyr;SN96400;02.07.2024 09:00;5,2;6,8
Slettnes Fyr;SN96400;02.07.2024 10:00;4,8;7,4
Slettnes Fyr;SN96400;02.07.2024 11:00;7,4;7,3
Slettnes Fyr;SN96400;02.07.2024 12:00;8,1;6,6
Slettnes Fyr;SN96400;02.07.2024 13:00;6,5;6,5
Slettnes Fyr;SN96400;02.07.2024 14:00;6;6,9
Slettnes Fyr;SN96400;02.07.2024 15:00;5,5;6,8
Slettnes Fyr;SN96400;02.07.2024 16:00;4,9;6,6
Slettnes Fyr;SN96400;02.07.2024 17:00;3,9;6,6
Slettnes Fyr;SN96400;02.07.2024 18:00;3,5;6,5
Slettnes Fyr;SN96400;02.07.2024 19:00;2,9;6,6
Slettnes Fyr;SN96400;02.07.2024 20:00;2,5;7
Slettnes Fyr;SN96400;02.07.2024 21:00;4,9;7,2
Slettnes Fyr;SN96400;02.07.2024 22:00;5,7;7,1
Slettnes Fyr;SN96400;02.07.2024 23:00;5;7,2
Slettnes Fyr;SN96400;03.07.2024 00:00;6,5;7,2
Slettnes Fyr;SN96400;03.07.2024 01:00;7,1;7,1
Slettnes Fyr;SN96400;03.07.2024 02:00;7,3;7
Slettnes Fyr;SN96400;03.07.2024 03:00;7,8;7
Slettnes Fyr;SN96400;03.07.2024 04:00;8,5;7
Slettnes Fyr;SN96400;03.07.2024 05:00;9,3;6,9
Slettnes Fyr;SN96400;03.07.2024 06:00;10,7;6,9
Slettnes Fyr;SN96400;03.07.2024 07:00;10,8;6,9
Slettnes Fyr;SN96400;03.07.2024 08:00;11,6;6,9
Slettnes Fyr;SN96400;03.07.2024 09:00;11,6;6,9
Slettnes Fyr;SN96400;03.07.2024 10:00;12,9;6,8
Slettnes Fyr;SN96400;03.07.2024 11:00;12,5;6,8
Slettnes Fyr;SN96400;03.07.2024 12:00;11,5;6,8
Slettnes Fyr;SN96400;03.07.2024 13:00;10,2;6,6
Slettnes Fyr;SN96400;03.07.2024 14:00;9,1;6,7
Slettnes Fyr;SN96400;03.07.2024 15:00;8,7;6,7
Slettnes Fyr;SN96400;03.07.2024 16:00;7,5;6,5
Slettnes Fyr;SN96400;03.07.2024 17:00;5,8;6,6
Slettnes Fyr;SN96400;03.07.2024 18:00;4,6;6,6
Slettnes Fyr;SN96400;03.07.2024 19:00;4,6;6,5
Slettnes Fyr;SN96400;03.07.2024 20:00;4,8;6,4
Slettnes Fyr;SN96400;03.07.2024 21:00;4,6;6,4
Slettnes Fyr;SN96400;03.07.2024 22:00;3,6;6,3
Slettnes Fyr;SN96400;03.07.2024 23:00;3,1;6,3
Slettnes Fyr;SN96400;04.07.2024 00:00;3;6,4
Slettnes Fyr;SN96400;04.07.2024 01:00;3,2;6,4
Slettnes Fyr;SN96400;04.07.2024 02:00;2,9;6,4
Slettnes Fyr;SN96400;04.07.2024 03:00;3,9;6,4
Slettnes Fyr;SN96400;04.07.2024 04:00;3,3;6,5
Slettnes Fyr;SN96400;04.07.2024 05:00;3,6;6,7
Slettnes Fyr;SN96400;04.07.2024 06:00;3,5;6,8
Slettnes Fyr;SN96400;04.07.2024 07:00;2,8;6,9
Slettnes Fyr;SN96400;04.07.2024 08:00;2,9;7,1
Slettnes Fyr;SN96400;04.07.2024 09:00;3,1;7,5
Slettnes Fyr;SN96400;04.07.2024 10:00;2,6;7,7
Slettnes Fyr;SN96400;04.07.2024 11:00;2,8;7,6
Slettnes Fyr;SN96400;04.07.2024 12:00;2,9;8,6
Slettnes Fyr;SN96400;04.07.2024 13:00;2,3;9,4
Slettnes Fyr;SN96400;04.07.2024 14:00;2,3;9,4
Slettnes Fyr;SN96400;04.07.2024 15:00;3,2;8,2
Slettnes Fyr;SN96400;04.07.2024 16:00;4,1;8,7
Slettnes Fyr;SN96400;04.07.2024 17:00;4;8,8
Slettnes Fyr;SN96400;04.07.2024 18:00;4,4;8,2
Slettnes Fyr;SN96400;04.07.2024 19:00;4,1;8,3
Slettnes Fyr;SN96400;04.07.2024 20:00;4,2;8,3
Slettnes Fyr;SN96400;04.07.2024 21:00;4,3;7,9
Slettnes Fyr;SN96400;04.07.2024 22:00;4,4;8
Slettnes Fyr;SN96400;04.07.2024 23:00;5,7;7,8
Slettnes Fyr;SN96400;05.07.2024 00:00;6,8;7,8
Slettnes Fyr;SN96400;05.07.2024 01:00;5,7;7,7
Slettnes Fyr;SN96400;05.07.2024 02:00;5,1;7,9
Slettnes Fyr;SN96400;05.07.2024 03:00;6,5;8
Slettnes Fyr;SN96400;05.07.2024 04:00;5,4;8
Slettnes Fyr;SN96400;05.07.2024 05:00;3,8;8,6
Slettnes Fyr;SN96400;05.07.2024 06:00;2,9;9
Slettnes Fyr;SN96400;05.07.2024 07:00;3,4;9,5
Slettnes Fyr;SN96400;05.07.2024 08:00;3,5;11,4
Slettnes Fyr;SN96400;05.07.2024 09:00;2,5;13,5
Slettnes Fyr;SN96400;05.07.2024 10:00;5,3;15,3
Slettnes Fyr;SN96400;05.07.2024 11:00;6,5;18,4
