Navn;Stasjon;Tid(norsk normaltid);Høyeste vindkast (1 t);Lufttemperatur
Slettnes Fyr;SN96400;01.01.2024 01:00;10,3;-7,2
Slettnes Fyr;SN96400;01.01.2024 02:00;9,9;-6,9
Slettnes Fyr;SN96400;01.01.2024 03:00;8,1;-8,8
Slettnes Fyr;SN96400;01.01.2024 04:00;8,9;-8,6
Slettnes Fyr;SN96400;01.01.2024 05:00;8,3;-7,6
Slettnes Fyr;SN96400;01.01.2024 06:00;7,8;-7,4
Slettnes Fyr;SN96400;01.01.2024 07:00;7;-9,4
Slettnes Fyr;SN96400;01.01.2024 08:00;9,6;-8,3
Slettnes Fyr;SN96400;01.01.2024 09:00;11,6;-7,6
Slettnes Fyr;SN96400;01.01.2024 10:00;11,5;-8,1
Slettnes Fyr;SN96400;01.01.2024 11:00;11,2;-8,2
Slettnes Fyr;SN96400;01.01.2024 12:00;11,3;-8,5
Slettnes Fyr;SN96400;01.01.2024 13:00;13,9;-7,1
Slettnes Fyr;SN96400;01.01.2024 14:00;12;-6,8
Slettnes Fyr;SN96400;01.01.2024 15:00;14,9;-6,9
Slettnes Fyr;SN96400;01.01.2024 16:00;16,9;-6,8
Slettnes Fyr;SN96400;01.01.2024 17:00;13,4;-5
Slettnes Fyr;SN96400;01.01.2024 18:00;13;-5,3
Slettnes Fyr;SN96400;01.01.2024 19:00;13,3;-3,9
Slettnes Fyr;SN96400;01.01.2024 20:00;13,1;-3,8
Slettnes Fyr;SN96400;01.01.2024 21:00;13;-3,5
Slettnes Fyr;SN96400;01.01.2024 22:00;14,3;-3,7
Slettnes Fyr;SN96400;01.01.2024 23:00;14;-3,4
Slettnes Fyr;SN96400;02.01.2024 00:00;14;-3,8
Slettnes Fyr;SN96400;02.01.2024 01:00;15,6;-3,8
Slettnes Fyr;SN96400;02.01.2024 02:00;14,2;-3,6
Slettnes Fyr;SN96400;02.01.2024 03:00;14,3;-3,6
Slettnes Fyr;SN96400;02.01.2024 04:00;13,6;-3,5
Slettnes Fyr;SN96400;02.01.2024 05:00;15,3;-2,7
Slettnes Fyr;SN96400;02.01.2024 06:00;14,3;-2,6
Slettnes Fyr;SN96400;02.01.2024 07:00;14,4;-2,3
Slettnes Fyr;SN96400;02.01.2024 08:00;13,4;-2,5
Slettnes Fyr;SN96400;02.01.2024 09:00;11,2;-2,6
Slettnes Fyr;SN96400;02.01.2024 10:00;12,3;-1,4
Slettnes Fyr;SN96400;02.01.2024 11:00;12,5;-1,4
Slettnes Fyr;SN96400;02.01.2024 12:00;11,6;-2,1
Slettnes Fyr;SN96400;02.01.2024 13:00;12,6;-2,1
Slettnes Fyr;SN96400;02.01.2024 14:00;11,8;-2,3
Slettnes Fyr;SN96400;02.01.2024 15:00;11,9;-2,6
Slettnes Fyr;SN96400;02.01.2024 16:00;12,3;-3,4
Slettnes Fyr;SN96400;02.01.2024 17:00;12,4;-3,4
Slettnes Fyr;SN96400;02.01.2024 18:00;12,1;-3,7
Slettnes Fyr;SN96400;02.01.2024 19:00;10;-5
Slettnes Fyr;SN96400;02.01.2024 20:00;10,7;-4,9
Slettnes Fyr;SN96400;02.01.2024 21:00;11,4;-4,3
Slettnes Fyr;SN96400;02.01.2024 22:00;11,2;-4,6
Slettnes Fyr;SN96400;02.01.2024 23:00;12,1;-4
Slettnes Fyr;SN96400;03.01.2024 00:00;12,8;-4
Slettnes Fyr;SN96400;03.01.2024 01:00;11,5;-3
Slettnes Fyr;SN96400;03.01.2024 02:00;11,9;-3,6
Slettnes Fyr;SN96400;03.01.2024 03:00;11,2;-3,8
Slettnes Fyr;SN96400;03.01.2024 04:00;11,3;-3,3
Slettnes Fyr;SN96400;03.01.2024 05:00;10,5;-4
Slettnes Fyr;SN96400;03.01.2024 06:00;10,8;-3,3
Slettnes Fyr;SN96400;03.01.2024 07:00;10,4;-4
Slettnes Fyr;SN96400;03.01.2024 08:00;10,8;-3,2
Slettnes Fyr;SN96400;03.01.2024 09:00;10,3;-3,3
Slettnes Fyr;SN96400;03.01.2024 10:00;11;-3,2
Slettnes Fyr;SN96400;03.01.2024 11:00;12,6;-3,7
Slettnes Fyr;SN96400;03.01.2024 12:00;13,5;-2,5
Slettnes Fyr;SN96400;03.01.2024 13:00;13,3;-2,1
Slettnes Fyr;SN96400;03.01.2024 14:00;15,6;-1,6
Slettnes Fyr;SN96400;03.01.2024 15:00;15,7;-1,3
Slettnes Fyr;SN96400;03.01.2024 16:00;15,3;-0,4
Slettnes Fyr;SN96400;03.01.2024 17:00;15,6;-0,4
Slettnes Fyr;SN96400;03.01.2024 18:00;17,1;-0,8
Slettnes Fyr;SN96400;03.01.2024 19:00;16,8;-0,2
Slettnes Fyr;SN96400;03.01.2024 20:00;16,5;-0,6
Slettnes Fyr;SN96400;03.01.2024 21:00;17,6;0,1
Slettnes Fyr;SN96400;03.01.2024 22:00;17,9;-0,3
Slettnes Fyr;SN96400;03.01.2024 23:00;14,7;0,6
Slettnes Fyr;SN96400;04.01.2024 00:00;15,5;-0,3
Slettnes Fyr;SN96400;04.01.2024 01:00;16,4;-0,2
Slettnes Fyr;SN96400;04.01.2024 02:00;15,7;-0,3
Slettnes Fyr;SN96400;04.01.2024 03:00;15,6;-0,7
Slettnes Fyr;SN96400;04.01.2024 04:00;14,4;-0,2
Slettnes Fyr;SN96400;04.01.2024 05:00;13,5;-0,2
Slettnes Fyr;SN96400;04.01.2024 06:00;11,9;-0,1
Slettnes Fyr;SN96400;04.01.2024 07:00;10,4;0,4
Slettnes Fyr;SN96400;04.01.2024 08:00;12,3;-0,7
Slettnes Fyr;SN96400;04.01.2024 09:00;15,6;-1,7
Slettnes Fyr;SN96400;04.01.2024 10:00;15,8;-2,3
Slettnes Fyr;SN96400;04.01.2024 11:00;16;-2,7
Slettnes Fyr;SN96400;04.01.2024 12:00;15,1;-2,7
Slettnes Fyr;SN96400;04.01.2024 13:00;13,3;-3,3
Slettnes Fyr;SN96400;04.01.2024 14:00;11,6;-3,5
Slettnes Fyr;SN96400;04.01.2024 15:00;13,4;-2,3
Slettnes Fyr;SN96400;04.01.2024 16:00;13,1;-2,6
Slettnes Fyr;SN96400;04.01.2024 17:00;14,4;-2,6
Slettnes Fyr;SN96400;04.01.2024 18:00;14,2;-2
Slettnes Fyr;SN96400;04.01.2024 19:00;13,3;-2,7
Slettnes Fyr;SN96400;04.01.2024 20:00;14,8;-2,1
Slettnes Fyr;SN96400;04.01.2024 21:00;17,2;-1
Slettnes Fyr;SN96400;04.01.2024 22:00;17,2;-1,6
Slettnes Fyr;SN96400;04.01.2024 23:00;16,2;-1,7
Slettnes Fyr;SN96400;05.01.2024 00:00;15,4;-2,1
Slettnes Fyr;SN96400;05.01.2024 01:00;16,5;-1,6
Slettnes Fyr;SN96400;05.01.2024 02:00;15,9;-1
Slettnes Fyr;SN96400;05.01.2024 03:00;14,9;-1,7
Slettnes Fyr;SN96400;05.01.2024 04:00;13,1;-2,3
Slettnes Fyr;SN96400;05.01.2024 05:00;11,7;-3
Slettnes Fyr;SN96400;05.01.2024 06:00;12,5;-3,1
Slettnes Fyr;SN96400;05.01.2024 07:00;13,9;-3,4
Slettnes Fyr;SN96400;05.01.2024 08:00;13,7;-3,7
Slettnes Fyr;SN96400;05.01.2024 09:00;13,7;-4
Slettnes Fyr;SN96400;05.01.2024 10:00;13,3;-3,6
Slettnes Fyr;SN96400;05.01.2024 11:00;14;-3,6
Slettnes Fyr;SN96400;05.01.2024 12:00;13;-3,9
Slettnes Fyr;SN96400;05.01.2024 13:00;13,2;-3,7
Slettnes Fyr;SN96400;05.01.2024 14:00;13,4;-3,9
Slettnes Fyr;SN96400;05.01.2024 15:00;14,9;-4,4
Slettnes Fyr;SN96400;05.01.2024 16:00;14,3;-3,9
Slettnes Fyr;SN96400;05.01.2024 17:00;14,6;-4,2
Slettnes Fyr;SN96400;05.01.2024 18:00;13,5;-4,3
Slettnes Fyr;SN96400;05.01.2024 19:00;13,3;-4,4
Slettnes Fyr;SN96400;05.01.2024 20:00;12,1;-4,3
Slettnes Fyr;SN96400;05.01.2024 21:00;11,8;-4,7
Slettnes Fyr;SN96400;05.01.2024 22:00;11;-4,3
Slettnes Fyr;SN96400;05.01.2024 23:00;9,5;-4,1
Slettnes Fyr;SN96400;06.01.2024 00:00;10,7;-4,6
Slettnes Fyr;SN96400;06.01.2024 01:00;10,4;-5
Slettnes Fyr;SN96400;06.01.2024 02:00;10,5;-3,7
Slettnes Fyr;SN96400;06.01.2024 03:00;9,5;-4,3
Slettnes Fyr;SN96400;06.01.2024 04:00;7,9;-7
Slettnes Fyr;SN96400;06.01.2024 05:00;9;-7,1
Slettnes Fyr;SN96400;06.01.2024 06:00;9,8;-7,4
Slettnes Fyr;SN96400;06.01.2024 07:00;9,5;-5,7
Slettnes Fyr;SN96400;06.01.2024 08:00;11,2;-7,4
Slettnes Fyr;SN96400;06.01.2024 09:00;10,7;-6,3
Slettnes Fyr;SN96400;06.01.2024 10:00;12,4;-6,1
Slettnes Fyr;SN96400;06.01.2024 11:00;12;-6,4
Slettnes Fyr;SN96400;06.01.2024 12:00;14,2;-6,1
Slettnes Fyr;SN96400;06.01.2024 13:00;16;-4,7
Slettnes Fyr;SN96400;06.01.2024 14:00;15,3;-3,8
Slettnes Fyr;SN96400;06.01.2024 15:00;15;-3,8
Slettnes Fyr;SN96400;06.01.2024 16:00;15,8;-4,2
Slettnes Fyr;SN96400;06.01.2024 17:00;14,9;-3,7
Slettnes Fyr;SN96400;06.01.2024 18:00;17,5;-2,5
Slettnes Fyr;SN96400;06.01.2024 19:00;18,6;-2
Slettnes Fyr;SN96400;06.01.2024 20:00;17,4;-1,1
Slettnes Fyr;SN96400;06.01.2024 21:00;19,1;-1,8
Slettnes Fyr;SN96400;06.01.2024 22:00;17,6;-1,9
Slettnes Fyr;SN96400;06.01.2024 23:00;16,6;-1,4
Slettnes Fyr;SN96400;07.01.2024 00:00;17,2;-1,6
Slettnes Fyr;SN96400;07.01.2024 01:00;14,3;-2
Slettnes Fyr;SN96400;07.01.2024 02:00;12,8;-2,5
Slettnes Fyr;SN96400;07.01.2024 03:00;11,4;-2,4
Slettnes Fyr;SN96400;07.01.2024 04:00;7,1;-4,1
Slettnes Fyr;SN96400;07.01.2024 05:00;7,4;-6,6
Slettnes Fyr;SN96400;07.01.2024 06:00;8,6;-5,8
Slettnes Fyr;SN96400;07.01.2024 07:00;8,4;-5,8
Slettnes Fyr;SN96400;07.01.2024 08:00;8,7;-5,2
Slettnes Fyr;SN96400;07.01.2024 09:00;7,3;-4,7
Slettnes Fyr;SN96400;07.01.2024 10:00;8,7;-4,1
Slettnes Fyr;SN96400;07.01.2024 11:00;15,9;-3,1
Slettnes Fyr;SN96400;07.01.2024 12:00;16,5;-2,3
Slettnes Fyr;SN96400;07.01.2024 13:00;15,1;-1,4
Slettnes Fyr;SN96400;07.01.2024 14:00;12,7;0,3
Slettnes Fyr;SN96400;07.01.2024 15:00;17,7;1,6
Slettnes Fyr;SN96400;07.01.2024 16:00;18,1;1,5
Slettnes Fyr;SN96400;07.01.2024 17:00;19,9;0,9
Slettnes Fyr;SN96400;07.01.2024 18:00;20,3;0,1
Slettnes Fyr;SN96400;07.01.2024 19:00;17,8;-0,6
Slettnes Fyr;SN96400;07.01.2024 20:00;18,8;-1,4
Slettnes Fyr;SN96400;07.01.2024 21:00;20;-1,6
Slettnes Fyr;SN96400;07.01.2024 22:00;20,1;-2,8
Slettnes Fyr;SN96400;07.01.2024 23:00;14,9;-2,1
Slettnes Fyr;SN96400;08.01.2024 00:00;13,7;-1,9
Slettnes Fyr;SN96400;08.01.2024 01:00;17,8;-3
Slettnes Fyr;SN96400;08.01.2024 02:00;14,6;-3,1
Slettnes Fyr;SN96400;08.01.2024 03:00;12;-3,3
Slettnes Fyr;SN96400;08.01.2024 04:00;14,3;-3,4
Slettnes Fyr;SN96400;08.01.2024 05:00;10,7;-2,7
Slettnes Fyr;SN96400;08.01.2024 06:00;8,9;-2,7
Slettnes Fyr;SN96400;08.01.2024 07:00;7,4;-2,8
Slettnes Fyr;SN96400;08.01.2024 08:00;3,9;-3,4
Slettnes Fyr;SN96400;08.01.2024 09:00;4,2;-5
Slettnes Fyr;SN96400;08.01.2024 10:00;4,3;-4,9
Slettnes Fyr;SN96400;08.01.2024 11:00;5,3;-5,2
Slettnes Fyr;SN96400;08.01.2024 12:00;6,3;-5
Slettnes Fyr;SN96400;08.01.2024 13:00;6,7;-4,9
Slettnes Fyr;SN96400;08.01.2024 14:00;7,7;-5,2
Slettnes Fyr;SN96400;08.01.2024 15:00;7,6;-5,2
Slettnes Fyr;SN96400;08.01.2024 16:00;6,3;-4,5
Slettnes Fyr;SN96400;08.01.2024 17:00;7,9;-3,8
Slettnes Fyr;SN96400;08.01.2024 18:00;8,6;-3,5
Slettnes Fyr;SN96400;08.01.2024 19:00;6,7;-3,9
Slettnes Fyr;SN96400;08.01.2024 20:00;6,9;-3,6
Slettnes Fyr;SN96400;08.01.2024 21:00;11,5;-3,5
Slettnes Fyr;SN96400;08.01.2024 22:00;10,8;-3
Slettnes Fyr;SN96400;08.01.2024 23:00;10,4;-3,2
Slettnes Fyr;SN96400;09.01.2024 00:00;11,8;-3,2
Slettnes Fyr;SN96400;09.01.2024 01:00;10,6;-3,4
Slettnes Fyr;SN96400;09.01.2024 02:00;8,8;-3,4
Slettnes Fyr;SN96400;09.01.2024 03:00;6,7;-3,3
Slettnes Fyr;SN96400;09.01.2024 04:00;6,5;-3,1
Slettnes Fyr;SN96400;09.01.2024 05:00;6,3;-3,6
Slettnes Fyr;SN96400;09.01.2024 06:00;6,3;-3,6
Slettnes Fyr;SN96400;09.01.2024 07:00;5,6;-4,8
Slettnes Fyr;SN96400;09.01.2024 08:00;4,8;-5,3
Slettnes Fyr;SN96400;09.01.2024 09:00;5,1;-5,6
Slettnes Fyr;SN96400;09.01.2024 10:00;5,7;-5,2
Slettnes Fyr;SN96400;09.01.2024 11:00;5,8;-4,7
Slettnes Fyr;SN96400;09.01.2024 12:00;6,2;-4,4
Slettnes Fyr;SN96400;09.01.2024 13:00;6,4;-4,8
Slettnes Fyr;SN96400;09.01.2024 14:00;6,6;-4,6
Slettnes Fyr;SN96400;09.01.2024 15:00;5,5;-4,7
Slettnes Fyr;SN96400;09.01.2024 16:00;7,6;-3,7
Slettnes Fyr;SN96400;09.01.2024 17:00;8,6;-3,8
Slettnes Fyr;SN96400;09.01.2024 18:00;8,8;-3,6
Slettnes Fyr;SN96400;09.01.2024 19:00;10,4;-4
Slettnes Fyr;SN96400;09.01.2024 20:00;10,1;-3,5
Slettnes Fyr;SN96400;09.01.2024 21:00;9,3;-3,3
Slettnes Fyr;SN96400;09.01.2024 22:00;5,9;-3,5
Slettnes Fyr;SN96400;09.01.2024 23:00;4,3;-2,6
Slettnes Fyr;SN96400;10.01.2024 00:00;3,7;-2,9
Slettnes Fyr;SN96400;10.01.2024 01:00;5,8;-2,6
Slettnes Fyr;SN96400;10.01.2024 02:00;4,5;-2,5
Slettnes Fyr;SN96400;10.01.2024 03:00;2,4;-2,6
Slettnes Fyr;SN96400;10.01.2024 04:00;4,1;-2,4
Slettnes Fyr;SN96400;10.01.2024 05:00;4,7;-2,5
Slettnes Fyr;SN96400;10.01.2024 06:00;4,9;-3,1
Slettnes Fyr;SN96400;10.01.2024 07:00;4,3;-3,3
Slettnes Fyr;SN96400;10.01.2024 08:00;12;-1,8
Slettnes Fyr;SN96400;10.01.2024 09:00;18;-2
Slettnes Fyr;SN96400;10.01.2024 10:00;17,5;-2,2
Slettnes Fyr;SN96400;10.01.2024 11:00;17,1;-2,3
Slettnes Fyr;SN96400;10.01.2024 12:00;14,9;-2,3
Slettnes Fyr;SN96400;10.01.2024 13:00;15,6;-2,4
Slettnes Fyr;SN96400;10.01.2024 14:00;15,6;-3,1
Slettnes Fyr;SN96400;10.01.2024 15:00;15,8;-3,5
Slettnes Fyr;SN96400;10.01.2024 16:00;16,7;-3,7
Slettnes Fyr;SN96400;10.01.2024 17:00;16,5;-4
Slettnes Fyr;SN96400;10.01.2024 18:00;16,1;-3,9
Slettnes Fyr;SN96400;10.01.2024 19:00;21,9;-3,9
Slettnes Fyr;SN96400;10.01.2024 20:00;15,8;-3,9
Slettnes Fyr;SN96400;10.01.2024 21:00;17,7;-3,9
Slettnes Fyr;SN96400;10.01.2024 22:00;18,7;-3,3
Slettnes Fyr;SN96400;10.01.2024 23:00;15,4;-2,7
Slettnes Fyr;SN96400;11.01.2024 00:00;14,9;-2,3
Slettnes Fyr;SN96400;11.01.2024 01:00;15,9;-3,2
Slettnes Fyr;SN96400;11.01.2024 02:00;17,2;-3
Slettnes Fyr;SN96400;11.01.2024 03:00;15,5;-3,5
Slettnes Fyr;SN96400;11.01.2024 04:00;11,7;-2,5
Slettnes Fyr;SN96400;11.01.2024 05:00;14,2;-3,1
Slettnes Fyr;SN96400;11.01.2024 06:00;9,4;-1,8
Slettnes Fyr;SN96400;11.01.2024 07:00;13;-1,6
Slettnes Fyr;SN96400;11.01.2024 08:00;14,9;-2,7
Slettnes Fyr;SN96400;11.01.2024 09:00;12,9;-2
Slettnes Fyr;SN96400;11.01.2024 10:00;14,1;-1,9
Slettnes Fyr;SN96400;11.01.2024 11:00;14,1;-1,3
Slettnes Fyr;SN96400;11.01.2024 12:00;12,7;-1,6
Slettnes Fyr;SN96400;11.01.2024 13:00;12,3;-1,6
Slettnes Fyr;SN96400;11.01.2024 14:00;14,3;-2
Slettnes Fyr;SN96400;11.01.2024 15:00;10,5;-2
Slettnes Fyr;SN96400;11.01.2024 16:00;9,4;-2,8
Slettnes Fyr;SN96400;11.01.2024 17:00;7,9;-2,7
Slettnes Fyr;SN96400;11.01.2024 18:00;7,7;-2,6
Slettnes Fyr;SN96400;11.01.2024 19:00;6,4;-2,8
Slettnes Fyr;SN96400;11.01.2024 20:00;6,1;-2,6
Slettnes Fyr;SN96400;11.01.2024 21:00;8;-3,1
Slettnes Fyr;SN96400;11.01.2024 22:00;6,5;-3,9
Slettnes Fyr;SN96400;11.01.2024 23:00;7,3;-2,5
Slettnes Fyr;SN96400;12.01.2024 00:00;7,5;-2,5
Slettnes Fyr;SN96400;12.01.2024 01:00;7,2;-2,5
Slettnes Fyr;SN96400;12.01.2024 02:00;10,2;-2,4
Slettnes Fyr;SN96400;12.01.2024 03:00;8,9;-2,1
Slettnes Fyr;SN96400;12.01.2024 04:00;10,4;-2,2
Slettnes Fyr;SN96400;12.01.2024 05:00;10,8;-2,3
Slettnes Fyr;SN96400;12.01.2024 06:00;10,9;-1,8
Slettnes Fyr;SN96400;12.01.2024 07:00;12,6;-3
Slettnes Fyr;SN96400;12.01.2024 08:00;11,7;-3
Slettnes Fyr;SN96400;12.01.2024 09:00;12;-1,9
Slettnes Fyr;SN96400;12.01.2024 10:00;11,2;-1,5
Slettnes Fyr;SN96400;12.01.2024 11:00;12,2;-1,9
Slettnes Fyr;SN96400;12.01.2024 12:00;12,5;-2,1
Slettnes Fyr;SN96400;12.01.2024 13:00;14,7;-1,7
Slettnes Fyr;SN96400;12.01.2024 14:00;11,7;-2
Slettnes Fyr;SN96400;12.01.2024 15:00;11,4;-1,7
Slettnes Fyr;SN96400;12.01.2024 16:00;13,3;-1,6
Slettnes Fyr;SN96400;12.01.2024 17:00;12,2;-1,5
Slettnes Fyr;SN96400;12.01.2024 18:00;11,2;-2,7
Slettnes Fyr;SN96400;12.01.2024 19:00;11,5;-2,3
Slettnes Fyr;SN96400;12.01.2024 20:00;12,4;-1,8
Slettnes Fyr;SN96400;12.01.2024 21:00;12,1;-2
Slettnes Fyr;SN96400;12.01.2024 22:00;10,3;-2
Slettnes Fyr;SN96400;12.01.2024 23:00;11,9;-2,2
Slettnes Fyr;SN96400;13.01.2024 00:00;12,6;-2,3
Slettnes Fyr;SN96400;13.01.2024 01:00;12,2;-2,3
Slettnes Fyr;SN96400;13.01.2024 02:00;14;-2,2
Slettnes Fyr;SN96400;13.01.2024 03:00;14,3;-2,8
Slettnes Fyr;SN96400;13.01.2024 04:00;15,8;-2,8
Slettnes Fyr;SN96400;13.01.2024 05:00;15;-3,7
Slettnes Fyr;SN96400;13.01.2024 06:00;14,4;-3,4
Slettnes Fyr;SN96400;13.01.2024 07:00;15,7;-3,8
Slettnes Fyr;SN96400;13.01.2024 08:00;19,4;-3,4
Slettnes Fyr;SN96400;13.01.2024 09:00;16,3;-3,9
Slettnes Fyr;SN96400;13.01.2024 10:00;16,8;-3,7
Slettnes Fyr;SN96400;13.01.2024 11:00;17,3;-4,7
Slettnes Fyr;SN96400;13.01.2024 12:00;17;-4,4
Slettnes Fyr;SN96400;13.01.2024 13:00;16,1;-4,5
Slettnes Fyr;SN96400;13.01.2024 14:00;17,8;-4,9
Slettnes Fyr;SN96400;13.01.2024 15:00;17,1;-4,5
Slettnes Fyr;SN96400;13.01.2024 16:00;16,5;-4,8
Slettnes Fyr;SN96400;13.01.2024 17:00;15;-5,1
Slettnes Fyr;SN96400;13.01.2024 18:00;16,3;-5,3
Slettnes Fyr;SN96400;13.01.2024 19:00;15,9;-5,8
Slettnes Fyr;SN96400;13.01.2024 20:00;15,1;-5,2
Slettnes Fyr;SN96400;13.01.2024 21:00;14,3;-5,4
Slettnes Fyr;SN96400;13.01.2024 22:00;12,9;-4,9
Slettnes Fyr;SN96400;13.01.2024 23:00;14,8;-5,1
Slettnes Fyr;SN96400;14.01.2024 00:00;11,6;-5,1
Slettnes Fyr;SN96400;14.01.2024 01:00;14,2;-5,9
Slettnes Fyr;SN96400;14.01.2024 02:00;13,9;-5,8
Slettnes Fyr;SN96400;14.01.2024 03:00;13,1;-5
Slettnes Fyr;SN96400;14.01.2024 04:00;14,1;-6,6
Slettnes Fyr;SN96400;14.01.2024 05:00;15,9;-4,9
Slettnes Fyr;SN96400;14.01.2024 06:00;14,6;-5,1
Slettnes Fyr;SN96400;14.01.2024 07:00;14;-4,7
Slettnes Fyr;SN96400;14.01.2024 08:00;12;-4,3
Slettnes Fyr;SN96400;14.01.2024 09:00;11,2;-3,5
Slettnes Fyr;SN96400;14.01.2024 10:00;13,1;-3,6
Slettnes Fyr;SN96400;14.01.2024 11:00;13,1;-4,9
Slettnes Fyr;SN96400;14.01.2024 12:00;10,2;-5,7
Slettnes Fyr;SN96400;14.01.2024 13:00;10,8;-5,7
Slettnes Fyr;SN96400;14.01.2024 14:00;15,4;-5,7
Slettnes Fyr;SN96400;14.01.2024 15:00;13,2;-3,7
Slettnes Fyr;SN96400;14.01.2024 16:00;14,1;-3,2
Slettnes Fyr;SN96400;14.01.2024 17:00;15,1;-3,1
Slettnes Fyr;SN96400;14.01.2024 18:00;12,7;-3,5
Slettnes Fyr;SN96400;14.01.2024 19:00;11,7;-3,7
Slettnes Fyr;SN96400;14.01.2024 20:00;11,2;-3,5
Slettnes Fyr;SN96400;14.01.2024 21:00;11,2;-3,8
Slettnes Fyr;SN96400;14.01.2024 22:00;10,6;-3,6
Slettnes Fyr;SN96400;14.01.2024 23:00;12,5;-3,5
Slettnes Fyr;SN96400;15.01.2024 00:00;14,7;-4
Slettnes Fyr;SN96400;15.01.2024 01:00;12,9;-3,9
Slettnes Fyr;SN96400;15.01.2024 02:00;13,9;-4
Slettnes Fyr;SN96400;15.01.2024 03:00;12,3;-3,5
Slettnes Fyr;SN96400;15.01.2024 04:00;13,8;-4,7
Slettnes Fyr;SN96400;15.01.2024 05:00;11,1;-3,8
Slettnes Fyr;SN96400;15.01.2024 06:00;9,3;-4,3
Slettnes Fyr;SN96400;15.01.2024 07:00;15,3;-3,8
Slettnes Fyr;SN96400;15.01.2024 08:00;16,1;-4,7
Slettnes Fyr;SN96400;15.01.2024 09:00;20,1;-4,4
Slettnes Fyr;SN96400;15.01.2024 10:00;17,7;-4,8
Slettnes Fyr;SN96400;15.01.2024 11:00;9,9;-5,4
Slettnes Fyr;SN96400;15.01.2024 12:00;6,9;-8,2
Slettnes Fyr;SN96400;15.01.2024 13:00;6,2;-9,7
Slettnes Fyr;SN96400;15.01.2024 14:00;6,3;-8,7
Slettnes Fyr;SN96400;15.01.2024 15:00;5;-7,9
Slettnes Fyr;SN96400;15.01.2024 16:00;3,2;-8,2
Slettnes Fyr;SN96400;15.01.2024 17:00;2,9;-6,9
Slettnes Fyr;SN96400;15.01.2024 18:00;3,4;-7,2
Slettnes Fyr;SN96400;15.01.2024 19:00;3,5;-7,2
Slettnes Fyr;SN96400;15.01.2024 20:00;4,5;-8
Slettnes Fyr;SN96400;15.01.2024 21:00;14,8;-3,4
Slettnes Fyr;SN96400;15.01.2024 22:00;15,7;-3,5
Slettnes Fyr;SN96400;15.01.2024 23:00;14,3;-2,7
Slettnes Fyr;SN96400;16.01.2024 00:00;15,1;-3
Slettnes Fyr;SN96400;16.01.2024 01:00;13,6;-2,8
Slettnes Fyr;SN96400;16.01.2024 02:00;13,4;-3
Slettnes Fyr;SN96400;16.01.2024 03:00;14,1;-5,2
Slettnes Fyr;SN96400;16.01.2024 04:00;10;-8,9
Slettnes Fyr;SN96400;16.01.2024 05:00;11,2;-10,3
Slettnes Fyr;SN96400;16.01.2024 06:00;9,6;-11,1
Slettnes Fyr;SN96400;16.01.2024 07:00;9,9;-11,5
Slettnes Fyr;SN96400;16.01.2024 08:00;9,2;-11,9
Slettnes Fyr;SN96400;16.01.2024 09:00;9,8;-11,7
Slettnes Fyr;SN96400;16.01.2024 10:00;9;-12,9
Slettnes Fyr;SN96400;16.01.2024 11:00;8,5;-11,3
Slettnes Fyr;SN96400;16.01.2024 12:00;7,8;-11,6
Slettnes Fyr;SN96400;16.01.2024 13:00;4,3;-9,3
Slettnes Fyr;SN96400;16.01.2024 14:00;4;-10,8
Slettnes Fyr;SN96400;16.01.2024 15:00;4,6;-12,2
Slettnes Fyr;SN96400;16.01.2024 16:00;4,9;-10,1
Slettnes Fyr;SN96400;16.01.2024 17:00;2,9;-8,1
Slettnes Fyr;SN96400;16.01.2024 18:00;2,4;-8,3
Slettnes Fyr;SN96400;16.01.2024 19:00;3,4;-9,3
Slettnes Fyr;SN96400;16.01.2024 20:00;10,2;-6,6
Slettnes Fyr;SN96400;16.01.2024 21:00;12;-6,2
Slettnes Fyr;SN96400;16.01.2024 22:00;14,1;-5,8
Slettnes Fyr;SN96400;16.01.2024 23:00;16,6;-5,7
Slettnes Fyr;SN96400;17.01.2024 00:00;20,6;-4,6
Slettnes Fyr;SN96400;17.01.2024 01:00;21,1;-5,5
Slettnes Fyr;SN96400;17.01.2024 02:00;19,9;-5,1
Slettnes Fyr;SN96400;17.01.2024 03:00;22,1;-5
Slettnes Fyr;SN96400;17.01.2024 04:00;22,2;-4,6
Slettnes Fyr;SN96400;17.01.2024 05:00;22,7;-5
Slettnes Fyr;SN96400;17.01.2024 06:00;23,7;-3,5
Slettnes Fyr;SN96400;17.01.2024 07:00;21,2;-4
Slettnes Fyr;SN96400;17.01.2024 08:00;21,7;-3,4
Slettnes Fyr;SN96400;17.01.2024 09:00;22,6;-3,9
Slettnes Fyr;SN96400;17.01.2024 10:00;22,2;-3,4
Slettnes Fyr;SN96400;17.01.2024 11:00;21;-2,9
Slettnes Fyr;SN96400;17.01.2024 12:00;20,8;-4,2
Slettnes Fyr;SN96400;17.01.2024 13:00;21,6;-4,8
Slettnes Fyr;SN96400;17.01.2024 14:00;22,6;-4
Slettnes Fyr;SN96400;17.01.2024 15:00;20,3;-3,2
Slettnes Fyr;SN96400;17.01.2024 16:00;20,5;-4,6
Slettnes Fyr;SN96400;17.01.2024 17:00;18,5;-2,9
Slettnes Fyr;SN96400;17.01.2024 18:00;22;-3,6
Slettnes Fyr;SN96400;17.01.2024 19:00;19,9;-3,3
